McTavish,Bellevue,Assomption,Trudeau,StHubert,date
0,0,0,0,0,2015-07-10
0,0,0,0,0,2015-07-11
0,0,0,0,0,2015-07-12
6,0,0,0,0,2015-07-13
0,4,30,0,10,2015-07-14
0,0,0,0,0,2015-07-15
0,0,0,2,0,2015-07-16
11,7,0,7,5,2015-07-17
12,52,40,43,28,2015-07-18
23,311,126,286,70,2015-07-19
5,0,0,0,0,2015-07-20
29,50,50,189,42,2015-07-21
0,0,0,2,0,2015-07-22
2,0,20,3,0,2015-07-23
2,20,20,6,0,2015-07-24
0,0,10,0,0,2015-07-25
20,15,70,34,22,2015-07-26
171,248,40,8,233,2015-07-27
0,0,0,2,2,2015-07-28
0,0,0,0,0,2015-07-29
32,32,30,39,38,2015-07-30
0,0,70,0,0,2015-07-31
23,33,0,56,8,2015-08-01
0,0,0,2,2,2015-08-02
0,10,20,2,0,2015-08-03
52,0,0,30,63,2015-08-04
6,4,242,2,10,2015-08-05
0,0,0,0,0,2015-08-06
0,0,0,0,0,2015-08-07
0,0,0,3,0,2015-08-08
0,0,0,2,0,2015-08-09
13,0,0,128,15,2015-08-10
188,97,140,136,146,2015-08-11
10,2,137,16,28,2015-08-12
0,0,0,0,0,2015-08-13
8,19,0,18,13,2015-08-14
19,0,0,3,0,2015-08-15
0,0,0,0,0,2015-08-16
0,0,0,0,0,2015-08-17
197,0,0,44,0,2015-08-18
0,1,0,2,2,2015-08-19
0,0,0,0,0,2015-08-20
48,75,40,86,38,2015-08-21
0,0,0,0,0,2015-08-22
0,0,0,0,0,2015-08-23
0,0,0,0,37,2015-08-24
0,3,0,6,2,2015-08-25
0,0,0,0,0,2015-08-26
2,0,0,0,84,2015-08-27
0,0,0,0,0,2015-08-28
0,0,0,3,0,2015-08-29
0,0,0,0,0,2015-08-30
0,0,0,0,0,2015-08-31
0,0,0,0,0,2015-09-01
0,0,0,0,0,2015-09-02
0,0,0,2,0,2015-09-03
0,0,0,0,0,2015-09-04
0,0,0,3,0,2015-09-05
0,0,0,0,0,2015-09-06
159,142,197,155,172,2015-09-07
0,0,10,0,0,2015-09-08
3,0,0,0,10,2015-09-09
0,0,0,5,0,2015-09-10
0,0,0,3,0,2015-09-11
38,32,20,28,30,2015-09-12
71,69,100,147,75,2015-09-13
80,13,220,46,110,2015-09-14
0,0,0,0,0,2015-09-15
0,0,0,0,0,2015-09-16
0,0,0,0,0,2015-09-17
0,0,0,5,0,2015-09-18
73,59,120,93,33,2015-09-19
0,0,0,2,0,2015-09-20
0,0,0,0,0,2015-09-21
0,0,0,0,0,2015-09-22
0,0,0,0,0,2015-09-23
0,0,0,0,0,2015-09-24
0,0,0,0,0,2015-09-25
0,0,0,0,0,2015-09-26
0,0,0,0,0,2015-09-27
6,0,40,3,4,2015-09-28
196,202,370,202,182,2015-09-29
34,24,2,32,34,2015-09-30
0,0,0,0,0,2015-10-01
0,0,0,0,0,2015-10-02
0,0,0,0,0,2015-10-03
0,0,0,0,0,2015-10-04
0,0,0,2,0,2015-10-05
0,0,0,0,0,2015-10-06
0,0,0,0,0,2015-10-07
0,0,0,4,0,2015-10-08
39,42,30,44,38,2015-10-09
0,0,0,3,0,2015-10-10
0,0,0,0,0,2015-10-11
0,0,0,0,0,2015-10-12
26,5,20,13,10,2015-10-13
2,0,0,0,0,2015-10-14
50,76,40,57,50,2015-10-15
7,36,0,20,2,2015-10-16
62,50,50,55,53,2015-10-17
0,5,0,2,0,2015-10-18
0,7,0,2,0,2015-10-19
0,0,0,0,0,2015-10-20
0,0,0,0,0,2015-10-21
15,22,20,22,17,2015-10-22
0,0,0,0,0,2015-10-23
13,4,0,0,8,2015-10-24
99,98,64,67,103,2015-10-25
2,0,10,0,0,2015-10-26
0,0,0,4,0,2015-10-27
113,92,140,108,106,2015-10-28
82,37,60,61,40,2015-10-29
3,2,0,0,0,2015-10-30
0,2,0,6,0,2015-10-31
24,38,30,36,18,2016-05-01
16,5,10,14,18,2016-05-02
0,0,10,0,0,2016-05-03
0,0,0,0,0,2016-05-04
0,0,0,0,0,2016-05-05
0,0,0,0,0,2016-05-06
0,0,0,5,0,2016-05-07
53,53,60,40,65,2016-05-08
0,0,0,0,0,2016-05-09
0,0,0,0,0,2016-05-10
0,0,0,0,0,2016-05-11
0,0,0,0,0,2016-05-12
33,26,30,29,33,2016-05-13
10,19,40,39,12,2016-05-14
7,3,0,2,10,2016-05-15
2,0,0,2,2,2016-05-16
0,0,0,0,0,2016-05-17
0,0,0,0,0,2016-05-18
0,0,101,0,8,2016-05-19
0,0,0,0,0,2016-05-20
0,0,0,0,0,2016-05-21
0,0,0,0,0,2016-05-22
0,0,0,0,0,2016-05-23
0,0,0,0,0,2016-05-24
0,0,0,0,0,2016-05-25
0,0,0,0,0,2016-05-26
6,56,0,8,0,2016-05-27
0,0,0,0,0,2016-05-28
4,0,0,0,12,2016-05-29
14,0,0,0,56,2016-05-30
0,0,0,0,0,2016-05-31
0,0,0,0,0,2016-06-01
34,27,50,19,12,2016-06-02
0,0,0,0,0,2016-06-03
0,0,0,0,0,2016-06-04
210,94,143,126,146,2016-06-05
50,45,20,24,71,2016-06-06
0,0,0,2,0,2016-06-07
3,4,0,4,0,2016-06-08
3,2,10,0,0,2016-06-09
0,0,0,0,0,2016-06-10
0,0,0,0,0,2016-06-11
0,0,18,0,0,2016-06-12
0,0,0,41,0,2016-06-13
0,8,0,0,0,2016-06-14
0,0,0,0,0,2016-06-15
0,0,0,0,0,2016-06-16
0,0,0,0,0,2016-06-17
0,0,0,2,0,2016-06-18
0,0,0,0,0,2016-06-19
0,0,61,0,0,2016-06-20
0,0,0,0,0,2016-06-21
38,41,0,69,2,2016-06-22
0,0,0,0,0,2016-06-23
0,0,0,0,15,2016-06-24
0,0,0,0,0,2016-06-25
0,0,0,0,0,2016-06-26
21,27,10,13,5,2016-06-27
131,44,40,33,20,2016-06-28
15,5,70,10,25,2016-06-29
0,0,0,0,0,2016-06-30
15,11,0,26,20,2016-07-01
0,0,10,0,0,2016-07-02
2,0,20,13,0,2016-07-03
0,0,10,0,0,2016-07-04
0,0,0,0,0,2016-07-05
0,0,0,0,0,2016-07-06
0,0,0,0,0,2016-07-07
0,0,0,0,0,2016-07-08
103,35,170,49,73,2016-07-09
5,4,20,8,2,2016-07-10
0,0,0,0,0,2016-07-11
0,0,0,0,0,2016-07-12
0,0,0,0,0,2016-07-13
83,74,74,56,173,2016-07-14
5,22,0,8,0,2016-07-15
98,0,20,7,70,2016-07-16
0,0,0,0,0,2016-07-17
143,37,110,128,203,2016-07-18
0,0,0,2,0,2016-07-19
0,0,0,0,0,2016-07-20
0,0,0,0,0,2016-07-21
25,48,0,15,71,2016-07-22
144,150,33,120,150,2016-07-23
0,0,0,0,0,2016-07-24
33,7,60,23,23,2016-07-25
0,0,0,0,18,2016-07-26
0,0,0,0,0,2016-07-27
0,0,0,0,0,2016-07-28
0,0,0,0,0,2016-07-29
0,0,0,2,0,2016-07-30
0,0,0,0,0,2016-07-31
0,0,0,0,0,2016-08-01
0,0,0,0,0,2016-08-02
0,0,0,0,0,2016-08-03
23,0,20,0,0,2016-08-04
0,0,0,0,0,2016-08-05
0,0,0,0,0,2016-08-06
0,0,0,0,49,2016-08-07
0,0,0,0,0,2016-08-08
0,0,0,0,0,2016-08-09
0,0,0,0,0,2016-08-10
0,0,0,0,0,2016-08-11
13,88,51,21,10,2016-08-12
101,69,346,104,187,2016-08-13
64,165,190,95,101,2016-08-14
0,0,0,0,0,2016-08-15
414,270,251,337,307,2016-08-16
10,5,20,10,24,2016-08-17
0,0,10,0,0,2016-08-18
0,0,0,0,0,2016-08-19
0,0,0,0,0,2016-08-20
104,81,140,78,63,2016-08-21
0,0,0,0,0,2016-08-22
0,0,0,0,0,2016-08-23
0,0,0,0,0,2016-08-24
8,4,0,6,22,2016-08-25
0,0,0,0,0,2016-08-26
0,0,0,0,0,2016-08-27
0,0,0,0,0,2016-08-28
0,0,0,0,0,2016-08-29
0,0,0,0,2,2016-08-30
0,109,20,74,0,2016-08-31
0,0,0,0,0,2016-09-01
0,0,0,0,0,2016-09-02
0,0,0,0,0,2016-09-03
0,0,0,0,0,2016-09-04
0,0,0,0,0,2016-09-05
0,0,0,0,0,2016-09-06
0,0,0,2,0,2016-09-07
38,76,90,72,25,2016-09-08
0,0,0,0,0,2016-09-09
0,3,0,0,0,2016-09-10
50,23,30,48,43,2016-09-11
0,0,0,0,0,2016-09-12
0,0,0,0,0,2016-09-13
0,6,0,0,2,2016-09-14
0,0,0,0,0,2016-09-15
0,0,0,0,0,2016-09-16
0,9,20,4,0,2016-09-17
13,9,40,9,10,2016-09-18
0,0,0,0,0,2016-09-19
0,0,0,0,0,2016-09-20
0,0,0,0,0,2016-09-21
11,5,0,5,14,2016-09-22
10,14,10,9,12,2016-09-23
0,0,0,0,0,2016-09-24
0,0,0,0,0,2016-09-25
0,0,0,0,0,2016-09-26
18,5,20,18,10,2016-09-27
0,0,0,0,0,2016-09-28
0,0,0,0,0,2016-09-29
0,0,0,0,0,2016-09-30
0,0,0,0,0,2016-10-01
6,0,20,4,0,2016-10-02
0,0,0,0,2,2016-10-03
0,0,0,0,0,2016-10-04
0,0,0,0,0,2016-10-05
0,0,0,0,0,2016-10-06
0,0,0,0,0,2016-10-07
86,46,103,78,47,2016-10-08
0,0,0,0,0,2016-10-09
0,0,0,0,0,2016-10-10
0,0,0,0,0,2016-10-11
0,0,0,0,0,2016-10-12
50,37,60,53,52,2016-10-13
0,0,0,2,0,2016-10-14
0,0,0,0,0,2016-10-15
44,74,80,61,45,2016-10-16
3,0,10,0,0,2016-10-17
26,33,30,29,32,2016-10-18
0,0,0,0,0,2016-10-19
103,68,60,88,87,2016-10-20
101,94,80,72,115,2016-10-21
69,41,60,58,78,2016-10-22
57,29,90,33,47,2016-10-23
0,0,0,0,0,2016-10-24
0,0,0,0,0,2016-10-25
0,0,0,0,0,2016-10-26
60,45,20,52,62,2016-10-27
38,44,30,34,43,2016-10-28
38,18,40,20,30,2016-10-29
0,0,0,0,0,2016-10-30
0,0,0,0,0,2016-10-31
100,135,140,110,94,2017-05-01
0,0,20,0,0,2017-05-02
0,0,0,0,0,2017-05-03
0,0,0,0,0,2017-05-04
40,55,50,41,32,2017-05-05
38,40,40,51,12,2017-05-06
25,31,80,25,28,2017-05-07
2,2,0,2,0,2017-05-08
2,2,0,0,0,2017-05-09
0,0,0,0,0,2017-05-10
0,0,0,0,0,2017-05-11
0,0,0,0,0,2017-05-12
0,20,0,9,15,2017-05-13
7,17,30,11,13,2017-05-14
2,5,0,5,5,2017-05-15
0,0,0,0,0,2017-05-16
0,0,0,0,0,2017-05-17
3,3,10,2,0,2017-05-18
2,0,0,2,2,2017-05-19
0,2,0,0,0,2017-05-20
0,5,0,0,2,2017-05-21
20,33,20,23,17,2017-05-22
0,0,10,0,0,2017-05-23
0,0,0,0,0,2017-05-24
67,46,100,46,77,2017-05-25
7,14,30,11,5,2017-05-26
0,0,0,0,0,2017-05-27
0,0,0,0,0,2017-05-28
40,26,30,35,37,2017-05-29
22,58,50,47,18,2017-05-30
18,11,150,13,50,2017-05-31
0,0,0,0,0,2017-06-01
11,9,0,17,13,2017-06-02
0,10,0,0,2,2017-06-03
0,0,0,0,0,2017-06-04
136,83,90,74,75,2017-06-05
79,61,60,53,40,2017-06-06
0,0,0,0,0,2017-06-07
0,0,0,2,0,2017-06-08
0,0,0,2,0,2017-06-09
0,0,0,2,0,2017-06-10
0,0,10,0,0,2017-06-11
0,0,0,20,53,2017-06-12
0,0,0,0,0,2017-06-13
0,0,0,0,0,2017-06-14
0,0,0,0,0,2017-06-15
133,56,81,91,110,2017-06-16
0,0,0,0,0,2017-06-17
0,0,58,0,5,2017-06-18
2,9,0,5,10,2017-06-19
110,80,30,141,98,2017-06-20
0,0,20,0,0,2017-06-21
0,0,0,0,0,2017-06-22
33,38,20,29,27,2017-06-23
0,0,24,0,0,2017-06-24
0,0,70,0,10,2017-06-25
55,8,0,15,38,2017-06-26
27,0,20,14,131,2017-06-27
2,35,10,0,0,2017-06-28
15,26,7,18,13,2017-06-29
62,25,32,52,50,2017-06-30
12,33,9,27,15,2017-07-01
0,14,0,0,0,2017-07-02
0,0,0,0,0,2017-07-03
0,0,0,0,0,2017-07-04
0,0,0,0,0,2017-07-05
0,0,0,0,0,2017-07-06
74,42,250,100,38,2017-07-07
265,173,130,177,139,2017-07-08
0,0,0,2,0,2017-07-09
20,11,0,21,12,2017-07-10
0,0,10,0,0,2017-07-11
0,0,0,0,8,2017-07-12
3,6,20,5,4,2017-07-13
48,54,0,60,55,2017-07-14
3,23,20,9,2,2017-07-15
0,12,0,4,0,2017-07-16
11,6,0,17,23,2017-07-17
0,0,0,0,0,2017-07-18
13,0,0,75,46,2017-07-19
0,244,0,82,2,2017-07-20
59,0,0,0,8,2017-07-21
0,0,0,0,0,2017-07-22
0,0,0,0,0,2017-07-23
48,61,60,42,40,2017-07-24
