McTavish,Bellevue,Assomption,Trudeau,StHubert,date
0,0,0,0,0,2015-07-10
0,0,0,0,0,2015-07-11
0,0,0,0,0,2015-07-12
6,0,0,0,0,2015-07-13
0,7,30,0,12,2015-07-14
0,0,0,0,0,2015-07-15
0,0,0,2,0,2015-07-16
16,10,0,7,7,2015-07-17
17,62,40,56,40,2015-07-18
34,311,126,286,70,2015-07-19
5,0,0,0,0,2015-07-20
29,64,50,189,42,2015-07-21
0,0,0,2,0,2015-07-22
2,0,20,3,0,2015-07-23
2,27,20,6,0,2015-07-24
0,0,10,0,0,2015-07-25
20,15,70,34,22,2015-07-26
198,258,40,10,233,2015-07-27
0,0,0,2,2,2015-07-28
0,0,0,0,0,2015-07-29
32,32,30,39,38,2015-07-30
0,0,60,0,0,2015-07-31
23,33,0,56,8,2015-08-01
0,0,0,2,2,2015-08-02
0,10,20,2,0,2015-08-03
52,0,0,30,63,2015-08-04
6,4,242,2,10,2015-08-05
0,0,0,0,0,2015-08-06
0,0,0,0,0,2015-08-07
0,0,0,3,0,2015-08-08
0,0,0,2,0,2015-08-09
13,0,0,128,15,2015-08-10
234,143,160,188,173,2015-08-11
10,2,137,16,28,2015-08-12
0,0,0,0,0,2015-08-13
8,19,0,18,13,2015-08-14
19,0,0,6,0,2015-08-15
0,0,0,0,0,2015-08-16
0,0,0,0,0,2015-08-17
197,0,0,44,0,2015-08-18
0,1,0,2,2,2015-08-19
0,0,0,0,0,2015-08-20
76,93,60,109,61,2015-08-21
0,0,0,0,0,2015-08-22
0,0,0,0,0,2015-08-23
0,0,0,0,37,2015-08-24
0,3,0,6,2,2015-08-25
0,0,0,0,0,2015-08-26
2,0,0,0,94,2015-08-27
0,0,0,0,0,2015-08-28
0,0,0,3,0,2015-08-29
0,0,0,0,0,2015-08-30
0,0,0,0,0,2015-08-31
0,0,0,0,0,2015-09-01
0,0,0,0,0,2015-09-02
0,0,0,2,0,2015-09-03
0,0,0,0,0,2015-09-04
0,0,0,3,0,2015-09-05
0,0,0,0,0,2015-09-06
153,142,220,155,149,2015-09-07
0,0,10,0,0,2015-09-08
3,0,0,0,10,2015-09-09
0,0,0,5,0,2015-09-10
0,0,0,3,0,2015-09-11
45,52,30,39,47,2015-09-12
93,69,130,147,131,2015-09-13
64,10,280,36,94,2015-09-14
0,0,0,0,0,2015-09-15
0,0,0,0,0,2015-09-16
0,0,0,0,0,2015-09-17
0,0,0,5,0,2015-09-18
55,37,130,78,25,2015-09-19
0,0,0,2,0,2015-09-20
0,0,0,0,0,2015-09-21
0,0,0,0,0,2015-09-22
0,0,0,0,0,2015-09-23
0,0,0,0,0,2015-09-24
0,0,0,0,0,2015-09-25
0,0,0,0,0,2015-09-26
0,0,0,0,0,2015-09-27
6,0,50,3,4,2015-09-28
196,202,370,202,182,2015-09-29
26,20,2,21,32,2015-09-30
0,0,0,0,0,2015-10-01
0,0,0,0,0,2015-10-02
0,0,0,0,0,2015-10-03
0,0,0,0,0,2015-10-04
0,0,0,2,0,2015-10-05
0,0,0,0,0,2015-10-06
0,0,0,0,0,2015-10-07
0,0,0,4,0,2015-10-08
51,48,50,54,50,2015-10-09
0,0,0,3,0,2015-10-10
0,0,0,0,0,2015-10-11
0,0,0,0,0,2015-10-12
28,8,20,13,15,2015-10-13
2,0,0,0,0,2015-10-14
89,96,50,93,72,2015-10-15
7,36,0,20,2,2015-10-16
62,50,80,55,53,2015-10-17
0,5,0,2,0,2015-10-18
0,7,0,2,0,2015-10-19
0,0,0,0,0,2015-10-20
0,0,0,0,0,2015-10-21
18,24,20,22,19,2015-10-22
0,0,0,0,0,2015-10-23
13,4,0,0,8,2015-10-24
123,118,90,107,93,2015-10-25
2,0,10,0,0,2015-10-26
0,0,0,4,0,2015-10-27
143,156,140,154,131,2015-10-28
70,37,60,51,55,2015-10-29
3,2,0,0,0,2015-10-30
0,2,0,6,0,2015-10-31
29,57,40,42,17,2016-05-01
9,5,10,8,10,2016-05-02
0,0,10,0,0,2016-05-03
0,0,0,0,0,2016-05-04
0,0,0,0,0,2016-05-05
0,0,0,0,0,2016-05-06
0,0,0,5,0,2016-05-07
72,75,110,76,81,2016-05-08
0,0,0,0,0,2016-05-09
0,0,0,0,0,2016-05-10
0,0,0,0,0,2016-05-11
0,0,0,0,0,2016-05-12
33,26,30,29,33,2016-05-13
10,19,40,39,12,2016-05-14
7,3,0,2,10,2016-05-15
2,0,0,2,2,2016-05-16
0,0,0,0,0,2016-05-17
0,0,0,0,0,2016-05-18
0,0,101,0,8,2016-05-19
0,0,0,0,0,2016-05-20
0,0,0,0,0,2016-05-21
0,0,0,0,0,2016-05-22
0,0,0,0,0,2016-05-23
0,0,0,0,0,2016-05-24
0,0,0,0,0,2016-05-25
0,0,0,0,0,2016-05-26
6,56,0,8,0,2016-05-27
0,0,0,0,0,2016-05-28
4,0,0,0,12,2016-05-29
14,0,0,0,56,2016-05-30
0,0,0,0,0,2016-05-31
0,0,0,0,0,2016-06-01
34,27,60,23,20,2016-06-02
0,0,0,0,0,2016-06-03
0,0,0,0,0,2016-06-04
304,98,170,134,199,2016-06-05
50,47,20,24,73,2016-06-06
0,0,0,2,0,2016-06-07
5,2,0,6,0,2016-06-08
3,2,10,0,0,2016-06-09
0,0,0,0,0,2016-06-10
0,0,0,0,0,2016-06-11
0,0,18,0,0,2016-06-12
0,0,0,45,0,2016-06-13
0,8,0,0,0,2016-06-14
0,0,0,0,0,2016-06-15
0,0,0,0,0,2016-06-16
0,0,0,0,0,2016-06-17
0,0,0,2,0,2016-06-18
0,0,0,0,0,2016-06-19
0,0,61,0,0,2016-06-20
0,0,0,0,0,2016-06-21
27,39,0,44,2,2016-06-22
0,0,0,0,0,2016-06-23
0,0,0,0,15,2016-06-24
0,0,0,0,0,2016-06-25
0,0,0,0,0,2016-06-26
21,29,10,24,7,2016-06-27
106,44,40,37,22,2016-06-28
15,5,70,10,27,2016-06-29
0,0,0,0,0,2016-06-30
15,11,0,26,20,2016-07-01
0,0,10,0,0,2016-07-02
2,0,20,9,0,2016-07-03
0,0,10,0,0,2016-07-04
0,0,0,0,0,2016-07-05
0,0,0,0,0,2016-07-06
0,0,0,0,0,2016-07-07
0,0,0,0,0,2016-07-08
103,53,170,71,78,2016-07-09
5,6,30,8,2,2016-07-10
0,0,0,0,0,2016-07-11
0,0,0,0,0,2016-07-12
0,0,0,0,0,2016-07-13
83,74,140,56,175,2016-07-14
5,22,0,8,0,2016-07-15
113,0,20,7,60,2016-07-16
0,0,0,0,0,2016-07-17
146,37,110,128,238,2016-07-18
0,0,0,2,0,2016-07-19
0,0,0,0,0,2016-07-20
0,0,0,0,0,2016-07-21
46,48,0,30,71,2016-07-22
144,159,33,157,150,2016-07-23
0,0,0,0,0,2016-07-24
33,7,80,23,23,2016-07-25
0,0,0,0,18,2016-07-26
0,0,0,0,0,2016-07-27
0,0,0,0,0,2016-07-28
0,0,0,0,0,2016-07-29
0,0,0,2,0,2016-07-30
0,0,0,0,0,2016-07-31
0,0,0,0,0,2016-08-01
0,0,0,0,0,2016-08-02
0,0,0,0,0,2016-08-03
19,0,20,0,0,2016-08-04
0,0,0,0,0,2016-08-05
0,0,0,0,0,2016-08-06
0,0,0,0,56,2016-08-07
0,0,0,0,0,2016-08-08
0,0,0,0,0,2016-08-09
0,0,0,0,0,2016-08-10
0,0,0,0,0,2016-08-11
10,72,39,11,10,2016-08-12
112,69,400,104,200,2016-08-13
81,183,230,107,124,2016-08-14
0,0,0,0,0,2016-08-15
593,393,432,500,466,2016-08-16
10,7,20,12,24,2016-08-17
0,0,10,0,0,2016-08-18
0,0,0,0,0,2016-08-19
0,0,0,0,0,2016-08-20
129,131,160,123,96,2016-08-21
0,0,0,0,0,2016-08-22
0,0,0,0,0,2016-08-23
0,0,0,0,0,2016-08-24
8,4,0,6,27,2016-08-25
0,0,0,0,0,2016-08-26
0,0,0,0,0,2016-08-27
0,0,0,0,0,2016-08-28
0,0,0,0,0,2016-08-29
0,0,0,0,2,2016-08-30
0,134,20,74,0,2016-08-31
0,0,0,0,0,2016-09-01
0,0,0,0,0,2016-09-02
0,0,0,0,0,2016-09-03
0,0,0,0,0,2016-09-04
0,0,0,0,0,2016-09-05
0,0,0,0,0,2016-09-06
0,0,0,2,0,2016-09-07
71,79,90,85,45,2016-09-08
0,0,0,0,0,2016-09-09
0,3,0,0,0,2016-09-10
56,23,30,48,66,2016-09-11
0,0,0,0,0,2016-09-12
0,0,0,0,0,2016-09-13
0,6,0,0,2,2016-09-14
0,0,0,0,0,2016-09-15
0,0,0,0,0,2016-09-16
0,9,20,4,0,2016-09-17
13,9,28,11,12,2016-09-18
0,0,0,0,0,2016-09-19
0,0,0,0,0,2016-09-20
0,0,0,0,0,2016-09-21
11,5,0,5,14,2016-09-22
13,15,10,16,17,2016-09-23
0,0,0,0,0,2016-09-24
0,0,0,0,0,2016-09-25
0,0,0,0,0,2016-09-26
21,8,20,24,12,2016-09-27
0,0,0,0,0,2016-09-28
0,0,0,0,0,2016-09-29
0,0,0,0,0,2016-09-30
0,0,0,0,0,2016-10-01
6,0,20,7,0,2016-10-02
0,0,0,0,2,2016-10-03
0,0,0,0,0,2016-10-04
0,0,0,0,0,2016-10-05
0,0,0,0,0,2016-10-06
0,0,0,0,0,2016-10-07
99,78,153,85,55,2016-10-08
0,0,0,0,0,2016-10-09
0,0,0,0,0,2016-10-10
0,0,0,0,0,2016-10-11
0,0,0,0,0,2016-10-12
50,37,60,53,52,2016-10-13
0,0,0,2,0,2016-10-14
0,0,0,0,0,2016-10-15
44,74,50,61,45,2016-10-16
3,0,10,0,0,2016-10-17
26,33,30,32,32,2016-10-18
0,0,0,0,0,2016-10-19
134,87,80,118,102,2016-10-20
141,121,120,108,147,2016-10-21
100,48,80,64,103,2016-10-22
87,40,120,46,66,2016-10-23
0,0,0,0,0,2016-10-24
0,0,0,0,0,2016-10-25
0,0,0,0,0,2016-10-26
70,63,30,62,70,2016-10-27
50,62,30,40,51,2016-10-28
40,26,60,21,30,2016-10-29
0,0,0,0,0,2016-10-30
0,0,0,0,0,2016-10-31
103,116,120,106,103,2017-05-01
0,0,20,0,0,2017-05-02
0,0,0,0,0,2017-05-03
0,0,0,0,0,2017-05-04
50,63,50,50,37,2017-05-05
36,31,40,47,12,2017-05-06
40,39,60,30,35,2017-05-07
2,2,0,2,0,2017-05-08
2,2,0,0,0,2017-05-09
0,0,0,0,0,2017-05-10
0,0,0,0,0,2017-05-11
0,0,0,0,0,2017-05-12
0,27,0,9,15,2017-05-13
11,19,30,14,13,2017-05-14
2,5,0,5,5,2017-05-15
0,0,0,0,0,2017-05-16
0,0,0,0,0,2017-05-17
5,3,10,2,0,2017-05-18
2,0,0,2,2,2017-05-19
0,2,0,0,0,2017-05-20
0,5,0,0,2,2017-05-21
26,45,20,29,25,2017-05-22
0,0,10,0,0,2017-05-23
0,0,0,0,0,2017-05-24
74,70,140,68,69,2017-05-25
7,16,30,16,5,2017-05-26
0,0,0,0,0,2017-05-27
0,0,0,0,0,2017-05-28
63,35,60,53,47,2017-05-29
24,73,80,54,23,2017-05-30
21,11,160,13,50,2017-05-31
0,0,0,0,0,2017-06-01
14,8,0,27,15,2017-06-02
0,10,0,0,2,2017-06-03
0,0,0,0,0,2017-06-04
204,118,100,106,103,2017-06-05
109,54,80,65,48,2017-06-06
0,0,0,0,0,2017-06-07
0,0,0,2,0,2017-06-08
0,0,0,2,0,2017-06-09
0,0,0,2,0,2017-06-10
0,0,10,0,0,2017-06-11
0,0,0,20,53,2017-06-12
0,0,0,0,0,2017-06-13
0,0,0,0,0,2017-06-14
0,0,0,0,0,2017-06-15
178,64,101,115,128,2017-06-16
0,0,0,0,0,2017-06-17
0,0,80,0,5,2017-06-18
2,9,0,5,10,2017-06-19
174,96,40,159,115,2017-06-20
0,0,20,0,0,2017-06-21
0,0,0,0,0,2017-06-22
56,54,30,43,40,2017-06-23
0,0,24,0,0,2017-06-24
0,0,70,0,10,2017-06-25
43,8,0,15,38,2017-06-26
23,0,20,7,111,2017-06-27
2,35,10,0,0,2017-06-28
19,35,9,22,15,2017-06-29
62,28,32,54,50,2017-06-30
17,33,8,27,15,2017-07-01
0,14,0,0,0,2017-07-02
0,0,0,0,0,2017-07-03
0,0,0,0,0,2017-07-04
0,0,0,0,0,2017-07-05
0,0,0,0,0,2017-07-06
74,42,250,100,68,2017-07-07
267,173,190,177,144,2017-07-08
0,0,0,2,0,2017-07-09
20,11,0,21,12,2017-07-10
0,0,10,0,0,2017-07-11
0,0,0,0,8,2017-07-12
5,6,20,5,6,2017-07-13
27,65,0,43,30,2017-07-14
3,23,20,9,2,2017-07-15
0,16,0,7,0,2017-07-16
13,6,0,17,23,2017-07-17
0,0,0,0,0,2017-07-18
13,0,0,75,46,2017-07-19
0,232,0,84,2,2017-07-20
59,0,0,0,8,2017-07-21
0,0,0,0,0,2017-07-22
0,0,0,0,0,2017-07-23
63,82,80,57,52,2017-07-24
