McTavish,Bellevue,Assomption,Trudeau,StHubert,date
0,0,0,0,0,2015-07-10
0,0,0,0,0,2015-07-11
0,0,0,0,0,2015-07-12
6,0,0,0,0,2015-07-13
0,10,30,0,12,2015-07-14
0,0,0,0,0,2015-07-15
0,0,0,4,0,2015-07-16
29,13,0,7,7,2015-07-17
60,65,60,60,49,2015-07-18
94,381,170,344,102,2015-07-19
5,0,0,0,0,2015-07-20
82,111,70,257,50,2015-07-21
0,0,0,2,0,2015-07-22
2,0,20,5,0,2015-07-23
2,37,20,12,0,2015-07-24
0,0,10,0,0,2015-07-25
24,17,70,34,33,2015-07-26
198,258,40,10,283,2015-07-27
0,0,0,2,2,2015-07-28
0,0,0,0,0,2015-07-29
32,32,30,39,40,2015-07-30
0,0,70,0,0,2015-07-31
23,39,0,56,8,2015-08-01
0,0,0,4,2,2015-08-02
0,10,20,2,0,2015-08-03
52,0,0,30,63,2015-08-04
6,4,329,4,10,2015-08-05
0,0,0,0,0,2015-08-06
0,0,0,0,0,2015-08-07
0,0,0,5,0,2015-08-08
0,0,0,2,0,2015-08-09
13,0,0,132,15,2015-08-10
523,295,440,560,380,2015-08-11
11,2,220,20,38,2015-08-12
0,0,0,0,0,2015-08-13
12,29,0,25,18,2015-08-14
19,0,0,6,0,2015-08-15
0,0,0,0,0,2015-08-16
0,0,0,0,0,2015-08-17
197,0,0,44,0,2015-08-18
0,1,0,2,2,2015-08-19
0,0,0,0,0,2015-08-20
106,99,100,142,81,2015-08-21
0,0,0,0,0,2015-08-22
0,0,0,0,0,2015-08-23
0,0,0,0,37,2015-08-24
0,3,0,11,2,2015-08-25
0,0,0,0,0,2015-08-26
2,0,0,0,178,2015-08-27
0,0,0,0,0,2015-08-28
0,0,0,3,0,2015-08-29
0,0,0,0,0,2015-08-30
0,0,0,0,0,2015-08-31
0,0,0,0,0,2015-09-01
0,0,0,0,0,2015-09-02
0,0,0,2,0,2015-09-03
0,0,0,0,0,2015-09-04
0,0,0,3,0,2015-09-05
0,0,0,0,0,2015-09-06
159,142,240,155,174,2015-09-07
0,0,10,0,0,2015-09-08
3,0,0,0,10,2015-09-09
0,0,0,5,0,2015-09-10
0,0,0,3,0,2015-09-11
81,89,50,60,69,2015-09-12
122,145,240,242,133,2015-09-13
107,13,380,56,161,2015-09-14
0,0,0,0,0,2015-09-15
0,0,0,0,0,2015-09-16
0,0,0,0,0,2015-09-17
0,0,0,7,0,2015-09-18
78,68,130,101,33,2015-09-19
0,0,0,2,0,2015-09-20
0,0,0,0,0,2015-09-21
0,0,0,0,0,2015-09-22
0,0,0,0,0,2015-09-23
0,0,0,0,0,2015-09-24
0,0,0,0,0,2015-09-25
0,0,0,0,0,2015-09-26
0,0,0,0,0,2015-09-27
6,0,60,6,4,2015-09-28
301,287,420,289,277,2015-09-29
52,38,2,41,63,2015-09-30
0,0,0,0,0,2015-10-01
0,0,0,0,0,2015-10-02
0,0,0,0,0,2015-10-03
0,0,0,0,0,2015-10-04
0,0,0,2,0,2015-10-05
0,0,0,0,0,2015-10-06
0,0,0,0,0,2015-10-07
0,0,0,4,0,2015-10-08
58,59,50,57,54,2015-10-09
0,0,0,3,0,2015-10-10
0,0,0,0,0,2015-10-11
0,0,0,0,0,2015-10-12
48,11,20,21,24,2015-10-13
2,0,0,0,0,2015-10-14
107,114,60,108,87,2015-10-15
7,36,0,20,2,2015-10-16
120,117,150,112,80,2015-10-17
0,5,0,2,0,2015-10-18
0,7,0,2,0,2015-10-19
0,0,0,0,0,2015-10-20
0,0,0,0,0,2015-10-21
29,29,36,30,29,2015-10-22
0,0,0,0,0,2015-10-23
13,4,0,0,8,2015-10-24
204,152,167,158,178,2015-10-25
2,0,10,0,0,2015-10-26
0,0,0,4,0,2015-10-27
294,267,330,277,277,2015-10-28
135,66,100,100,91,2015-10-29
5,2,0,0,0,2015-10-30
0,2,0,6,0,2015-10-31
51,76,70,83,45,2016-05-01
16,7,10,14,20,2016-05-02
0,0,10,0,0,2016-05-03
0,0,0,0,0,2016-05-04
0,0,0,0,0,2016-05-05
0,0,0,0,0,2016-05-06
0,0,0,7,0,2016-05-07
82,77,129,85,119,2016-05-08
0,0,0,0,0,2016-05-09
0,0,0,0,0,2016-05-10
0,0,0,0,0,2016-05-11
0,0,0,0,0,2016-05-12
33,26,40,29,38,2016-05-13
26,21,50,51,16,2016-05-14
7,3,0,2,10,2016-05-15
4,0,0,2,2,2016-05-16
0,0,0,0,0,2016-05-17
0,0,0,0,0,2016-05-18
0,0,101,0,8,2016-05-19
0,0,0,0,0,2016-05-20
0,0,0,0,0,2016-05-21
0,0,0,0,0,2016-05-22
0,0,0,0,0,2016-05-23
0,0,0,0,0,2016-05-24
0,0,0,0,0,2016-05-25
0,0,0,0,0,2016-05-26
6,56,0,10,0,2016-05-27
0,0,0,0,0,2016-05-28
4,0,0,0,12,2016-05-29
17,0,0,0,89,2016-05-30
0,0,0,0,0,2016-05-31
0,0,0,0,0,2016-06-01
38,27,60,23,20,2016-06-02
0,0,0,0,0,2016-06-03
0,0,0,0,0,2016-06-04
554,209,360,266,419,2016-06-05
53,47,30,31,73,2016-06-06
0,0,0,2,0,2016-06-07
5,4,0,6,0,2016-06-08
5,2,10,0,0,2016-06-09
0,0,0,0,0,2016-06-10
0,0,0,0,0,2016-06-11
0,0,18,0,0,2016-06-12
0,0,0,45,0,2016-06-13
0,8,0,0,0,2016-06-14
0,0,0,0,0,2016-06-15
0,0,0,0,0,2016-06-16
0,0,0,0,0,2016-06-17
0,0,0,2,0,2016-06-18
0,0,0,0,0,2016-06-19
0,0,61,0,0,2016-06-20
0,0,0,0,0,2016-06-21
38,41,0,69,2,2016-06-22
0,0,0,0,0,2016-06-23
0,0,0,0,15,2016-06-24
0,0,0,0,0,2016-06-25
0,0,0,0,0,2016-06-26
26,29,10,24,7,2016-06-27
201,97,60,70,46,2016-06-28
21,7,70,10,29,2016-06-29
0,0,0,0,0,2016-06-30
15,21,0,38,20,2016-07-01
0,0,10,0,0,2016-07-02
2,0,20,13,0,2016-07-03
0,0,10,0,0,2016-07-04
0,0,0,0,0,2016-07-05
0,0,0,0,0,2016-07-06
0,0,0,0,0,2016-07-07
0,0,0,0,0,2016-07-08
111,87,210,82,105,2016-07-09
6,6,41,8,2,2016-07-10
0,0,0,0,0,2016-07-11
0,0,0,0,0,2016-07-12
0,0,0,0,0,2016-07-13
83,106,140,56,175,2016-07-14
5,22,0,8,0,2016-07-15
113,0,20,7,70,2016-07-16
0,0,0,0,0,2016-07-17
146,37,140,128,238,2016-07-18
0,0,0,2,0,2016-07-19
0,0,0,0,0,2016-07-20
0,0,0,0,0,2016-07-21
46,48,0,30,71,2016-07-22
183,167,53,173,160,2016-07-23
0,0,0,0,0,2016-07-24
33,7,100,37,30,2016-07-25
0,0,0,0,18,2016-07-26
0,0,0,0,0,2016-07-27
0,0,0,0,0,2016-07-28
0,0,0,0,0,2016-07-29
0,0,0,2,0,2016-07-30
0,0,0,0,0,2016-07-31
0,0,0,0,0,2016-08-01
0,0,0,0,0,2016-08-02
0,0,0,0,0,2016-08-03
23,0,30,0,0,2016-08-04
0,0,0,0,0,2016-08-05
0,0,0,0,0,2016-08-06
0,0,0,0,69,2016-08-07
0,0,0,0,0,2016-08-08
0,0,0,0,0,2016-08-09
0,0,0,0,0,2016-08-10
0,0,0,0,0,2016-08-11
15,93,70,21,10,2016-08-12
238,164,470,202,268,2016-08-13
162,298,460,223,249,2016-08-14
0,0,0,0,0,2016-08-15
768,699,641,700,618,2016-08-16
10,7,20,12,24,2016-08-17
0,0,10,0,0,2016-08-18
0,0,0,0,0,2016-08-19
0,0,0,0,0,2016-08-20
221,226,230,163,143,2016-08-21
0,0,0,0,0,2016-08-22
0,0,0,0,0,2016-08-23
0,0,0,0,0,2016-08-24
8,6,0,6,29,2016-08-25
0,0,0,0,0,2016-08-26
0,0,0,0,0,2016-08-27
0,0,0,0,0,2016-08-28
0,0,0,0,0,2016-08-29
0,0,0,0,2,2016-08-30
0,134,20,74,0,2016-08-31
0,0,0,0,0,2016-09-01
0,0,0,0,0,2016-09-02
0,0,0,0,0,2016-09-03
0,0,0,0,0,2016-09-04
0,0,0,0,0,2016-09-05
0,0,0,0,0,2016-09-06
0,0,0,2,0,2016-09-07
77,101,110,93,57,2016-09-08
0,0,0,0,0,2016-09-09
0,3,0,0,0,2016-09-10
60,38,30,54,76,2016-09-11
0,0,0,0,0,2016-09-12
0,0,0,0,0,2016-09-13
0,10,0,0,2,2016-09-14
0,0,0,0,0,2016-09-15
0,0,0,0,0,2016-09-16
0,19,20,6,0,2016-09-17
20,16,40,15,24,2016-09-18
0,0,0,0,0,2016-09-19
0,0,0,0,0,2016-09-20
0,0,0,0,0,2016-09-21
11,5,0,5,14,2016-09-22
16,29,10,23,19,2016-09-23
0,0,0,0,0,2016-09-24
0,0,0,0,0,2016-09-25
0,0,0,0,0,2016-09-26
26,8,30,28,17,2016-09-27
0,0,0,0,0,2016-09-28
0,0,0,0,0,2016-09-29
0,0,0,0,0,2016-09-30
0,0,0,0,0,2016-10-01
8,0,30,7,0,2016-10-02
0,0,0,0,2,2016-10-03
0,0,0,0,0,2016-10-04
0,0,0,0,0,2016-10-05
0,0,0,0,0,2016-10-06
0,0,0,0,0,2016-10-07
127,85,173,102,82,2016-10-08
0,0,0,0,0,2016-10-09
0,0,0,0,0,2016-10-10
0,0,0,0,0,2016-10-11
0,0,0,0,0,2016-10-12
50,37,60,53,52,2016-10-13
0,0,0,2,0,2016-10-14
0,0,0,0,0,2016-10-15
82,74,100,61,51,2016-10-16
3,0,10,0,0,2016-10-17
28,40,40,32,36,2016-10-18
0,0,0,0,0,2016-10-19
206,153,160,195,173,2016-10-20
443,319,350,327,403,2016-10-21
227,109,230,164,249,2016-10-22
120,40,120,52,98,2016-10-23
0,0,0,0,0,2016-10-24
0,0,0,0,0,2016-10-25
0,0,0,0,0,2016-10-26
118,125,60,125,114,2016-10-27
93,127,80,59,105,2016-10-28
68,49,60,46,53,2016-10-29
0,0,0,0,0,2016-10-30
0,0,0,0,0,2016-10-31
283,295,300,290,263,2017-05-01
0,0,20,0,0,2017-05-02
0,0,0,0,0,2017-05-03
0,0,0,0,0,2017-05-04
128,195,111,146,98,2017-05-05
58,84,60,83,24,2017-05-06
73,93,100,71,81,2017-05-07
2,4,0,2,0,2017-05-08
4,2,0,0,0,2017-05-09
0,0,0,0,0,2017-05-10
0,0,0,0,0,2017-05-11
0,0,0,0,0,2017-05-12
0,38,0,9,15,2017-05-13
15,31,50,20,19,2017-05-14
2,5,0,5,9,2017-05-15
0,0,0,0,0,2017-05-16
0,0,0,0,0,2017-05-17
7,3,10,2,0,2017-05-18
2,0,0,2,2,2017-05-19
0,2,0,0,0,2017-05-20
0,5,0,0,2,2017-05-21
56,98,20,64,39,2017-05-22
0,0,10,0,0,2017-05-23
0,0,0,0,0,2017-05-24
124,96,170,86,118,2017-05-25
17,16,30,19,10,2017-05-26
0,0,0,0,0,2017-05-27
0,0,0,0,0,2017-05-28
109,58,60,64,78,2017-05-29
57,84,90,83,31,2017-05-30
21,13,160,13,50,2017-05-31
0,0,0,0,0,2017-06-01
14,11,0,27,17,2017-06-02
0,14,0,0,2,2017-06-03
0,0,0,0,0,2017-06-04
420,299,230,345,251,2017-06-05
192,138,90,124,85,2017-06-06
0,0,0,0,0,2017-06-07
0,0,0,2,0,2017-06-08
0,0,0,2,0,2017-06-09
0,0,0,2,0,2017-06-10
0,0,10,0,0,2017-06-11
0,0,0,22,53,2017-06-12
0,0,0,0,0,2017-06-13
0,0,0,0,0,2017-06-14
0,0,0,0,0,2017-06-15
292,172,210,230,253,2017-06-16
0,0,0,0,0,2017-06-17
0,0,80,0,5,2017-06-18
2,9,0,5,14,2017-06-19
174,96,70,159,117,2017-06-20
0,0,20,0,0,2017-06-21
0,0,0,0,0,2017-06-22
125,92,50,84,92,2017-06-23
0,0,34,0,0,2017-06-24
0,0,140,0,10,2017-06-25
55,8,0,15,38,2017-06-26
27,0,20,14,131,2017-06-27
2,35,10,0,0,2017-06-28
27,61,13,32,19,2017-06-29
66,34,40,57,90,2017-06-30
31,62,17,48,27,2017-07-01
0,14,0,0,0,2017-07-02
0,0,0,0,0,2017-07-03
0,0,0,0,0,2017-07-04
0,0,0,0,0,2017-07-05
0,0,0,0,0,2017-07-06
74,42,250,100,68,2017-07-07
285,173,270,177,144,2017-07-08
0,0,0,2,0,2017-07-09
24,16,0,21,17,2017-07-10
0,0,10,0,0,2017-07-11
0,0,0,0,8,2017-07-12
6,14,50,8,12,2017-07-13
52,75,0,77,57,2017-07-14
8,32,20,11,4,2017-07-15
0,16,0,7,0,2017-07-16
13,6,0,33,31,2017-07-17
0,0,0,0,0,2017-07-18
13,0,0,75,46,2017-07-19
0,268,0,86,2,2017-07-20
61,0,0,0,8,2017-07-21
0,0,0,0,0,2017-07-22
0,0,0,0,0,2017-07-23
163,225,200,149,111,2017-07-24
