McTavish,Bellevue,Assomption,Trudeau,StHubert,date
0,0,0,0,0,2015-07-10
0,0,0,0,0,2015-07-11
0,0,0,0,0,2015-07-12
6,0,0,0,0,2015-07-13
0,7,30,0,12,2015-07-14
0,0,0,0,0,2015-07-15
0,0,0,4,0,2015-07-16
29,13,0,7,7,2015-07-17
44,65,60,60,49,2015-07-18
65,381,170,344,102,2015-07-19
5,0,0,0,0,2015-07-20
55,88,60,235,49,2015-07-21
0,0,0,2,0,2015-07-22
2,0,20,5,0,2015-07-23
2,20,20,6,0,2015-07-24
0,0,10,0,0,2015-07-25
24,17,70,34,31,2015-07-26
198,258,40,10,283,2015-07-27
0,0,0,2,2,2015-07-28
0,0,0,0,0,2015-07-29
32,32,30,39,40,2015-07-30
0,0,70,0,0,2015-07-31
23,39,0,56,8,2015-08-01
0,0,0,4,2,2015-08-02
0,10,20,2,0,2015-08-03
52,0,0,30,63,2015-08-04
6,4,269,4,10,2015-08-05
0,0,0,0,0,2015-08-06
0,0,0,0,0,2015-08-07
0,0,0,5,0,2015-08-08
0,0,0,2,0,2015-08-09
13,0,0,132,15,2015-08-10
273,180,290,370,206,2015-08-11
11,2,170,16,38,2015-08-12
0,0,0,0,0,2015-08-13
17,50,0,36,25,2015-08-14
19,0,0,3,0,2015-08-15
0,0,0,0,0,2015-08-16
0,0,0,0,0,2015-08-17
197,0,0,44,0,2015-08-18
0,1,0,2,2,2015-08-19
0,0,0,0,0,2015-08-20
106,99,90,142,81,2015-08-21
0,0,0,0,0,2015-08-22
0,0,0,0,0,2015-08-23
0,0,0,0,37,2015-08-24
0,3,0,11,2,2015-08-25
0,0,0,0,0,2015-08-26
2,0,0,0,160,2015-08-27
0,0,0,0,0,2015-08-28
0,0,0,3,0,2015-08-29
0,0,0,0,0,2015-08-30
0,0,0,0,0,2015-08-31
0,0,0,0,0,2015-09-01
0,0,0,0,0,2015-09-02
0,0,0,2,0,2015-09-03
0,0,0,0,0,2015-09-04
0,0,0,3,0,2015-09-05
0,0,0,0,0,2015-09-06
159,142,240,155,174,2015-09-07
0,0,10,0,0,2015-09-08
3,0,0,0,10,2015-09-09
0,0,0,5,0,2015-09-10
0,0,0,3,0,2015-09-11
76,87,50,60,65,2015-09-12
124,112,220,187,77,2015-09-13
83,13,240,46,128,2015-09-14
0,0,0,0,0,2015-09-15
0,0,0,0,0,2015-09-16
0,0,0,0,0,2015-09-17
0,0,0,7,0,2015-09-18
78,68,130,101,33,2015-09-19
0,0,0,2,0,2015-09-20
0,0,0,0,0,2015-09-21
0,0,0,0,0,2015-09-22
0,0,0,0,0,2015-09-23
0,0,0,0,0,2015-09-24
0,0,0,0,0,2015-09-25
0,0,0,0,0,2015-09-26
0,0,0,0,0,2015-09-27
6,0,40,6,4,2015-09-28
301,287,420,289,277,2015-09-29
48,36,2,39,54,2015-09-30
0,0,0,0,0,2015-10-01
0,0,0,0,0,2015-10-02
0,0,0,0,0,2015-10-03
0,0,0,0,0,2015-10-04
0,0,0,2,0,2015-10-05
0,0,0,0,0,2015-10-06
0,0,0,0,0,2015-10-07
0,0,0,4,0,2015-10-08
44,51,30,47,40,2015-10-09
0,0,0,3,0,2015-10-10
0,0,0,0,0,2015-10-11
0,0,0,0,0,2015-10-12
35,8,20,13,14,2015-10-13
2,0,0,0,0,2015-10-14
102,107,60,104,85,2015-10-15
7,36,0,20,2,2015-10-16
100,92,140,88,76,2015-10-17
0,5,0,2,0,2015-10-18
0,7,0,2,0,2015-10-19
0,0,0,0,0,2015-10-20
0,0,0,0,0,2015-10-21
29,29,20,28,29,2015-10-22
0,0,0,0,0,2015-10-23
13,4,0,0,8,2015-10-24
204,152,167,158,176,2015-10-25
2,0,10,0,0,2015-10-26
0,0,0,4,0,2015-10-27
252,163,330,219,244,2015-10-28
135,66,100,100,91,2015-10-29
3,2,0,0,0,2015-10-30
0,2,0,6,0,2015-10-31
51,76,70,80,43,2016-05-01
16,7,10,14,18,2016-05-02
0,0,10,0,0,2016-05-03
0,0,0,0,0,2016-05-04
0,0,0,0,0,2016-05-05
0,0,0,0,0,2016-05-06
0,0,0,7,0,2016-05-07
59,55,69,47,70,2016-05-08
0,0,0,0,0,2016-05-09
0,0,0,0,0,2016-05-10
0,0,0,0,0,2016-05-11
0,0,0,0,0,2016-05-12
33,37,30,39,38,2016-05-13
26,21,50,51,16,2016-05-14
7,3,0,2,10,2016-05-15
4,0,0,2,2,2016-05-16
0,0,0,0,0,2016-05-17
0,0,0,0,0,2016-05-18
0,0,101,0,8,2016-05-19
0,0,0,0,0,2016-05-20
0,0,0,0,0,2016-05-21
0,0,0,0,0,2016-05-22
0,0,0,0,0,2016-05-23
0,0,0,0,0,2016-05-24
0,0,0,0,0,2016-05-25
0,0,0,0,0,2016-05-26
6,56,0,10,0,2016-05-27
0,0,0,0,0,2016-05-28
4,0,0,0,12,2016-05-29
17,0,0,0,89,2016-05-30
0,0,0,0,0,2016-05-31
0,0,0,0,0,2016-06-01
49,40,110,41,29,2016-06-02
0,0,0,0,0,2016-06-03
0,0,0,0,0,2016-06-04
408,146,241,183,248,2016-06-05
53,47,20,31,73,2016-06-06
0,0,0,2,0,2016-06-07
5,4,0,6,0,2016-06-08
3,2,10,0,0,2016-06-09
0,0,0,0,0,2016-06-10
0,0,0,0,0,2016-06-11
0,0,18,0,0,2016-06-12
0,0,0,45,0,2016-06-13
0,8,0,0,0,2016-06-14
0,0,0,0,0,2016-06-15
0,0,0,0,0,2016-06-16
0,0,0,0,0,2016-06-17
0,0,0,2,0,2016-06-18
0,0,0,0,0,2016-06-19
0,0,61,0,0,2016-06-20
0,0,0,0,0,2016-06-21
44,41,0,69,2,2016-06-22
0,0,0,0,0,2016-06-23
0,0,0,0,15,2016-06-24
0,0,0,0,0,2016-06-25
0,0,0,0,0,2016-06-26
26,27,10,13,7,2016-06-27
131,83,60,70,36,2016-06-28
21,7,70,10,29,2016-06-29
0,0,0,0,0,2016-06-30
15,21,0,38,20,2016-07-01
0,0,10,0,0,2016-07-02
2,0,20,13,0,2016-07-03
0,0,10,0,0,2016-07-04
0,0,0,0,0,2016-07-05
0,0,0,0,0,2016-07-06
0,0,0,0,0,2016-07-07
0,0,0,0,0,2016-07-08
113,74,210,95,103,2016-07-09
7,6,30,8,2,2016-07-10
0,0,0,0,0,2016-07-11
0,0,0,0,0,2016-07-12
0,0,0,0,0,2016-07-13
83,74,140,56,175,2016-07-14
5,22,0,8,0,2016-07-15
113,0,20,7,70,2016-07-16
0,0,0,0,0,2016-07-17
146,37,110,128,238,2016-07-18
0,0,0,2,0,2016-07-19
0,0,0,0,0,2016-07-20
0,0,0,0,0,2016-07-21
46,48,0,30,71,2016-07-22
173,167,50,173,164,2016-07-23
0,0,0,0,0,2016-07-24
33,7,60,37,23,2016-07-25
0,0,0,0,18,2016-07-26
0,0,0,0,0,2016-07-27
0,0,0,0,0,2016-07-28
0,0,0,0,0,2016-07-29
0,0,0,2,0,2016-07-30
0,0,0,0,0,2016-07-31
0,0,0,0,0,2016-08-01
0,0,0,0,0,2016-08-02
0,0,0,0,0,2016-08-03
23,0,20,0,0,2016-08-04
0,0,0,0,0,2016-08-05
0,0,0,0,0,2016-08-06
0,0,0,0,69,2016-08-07
0,0,0,0,0,2016-08-08
0,0,0,0,0,2016-08-09
0,0,0,0,0,2016-08-10
0,0,0,0,0,2016-08-11
13,96,51,21,12,2016-08-12
214,142,470,183,232,2016-08-13
160,298,450,220,245,2016-08-14
0,0,0,0,0,2016-08-15
750,652,641,675,591,2016-08-16
10,7,20,12,24,2016-08-17
0,0,10,0,0,2016-08-18
0,0,0,0,0,2016-08-19
0,0,0,0,0,2016-08-20
121,155,150,82,78,2016-08-21
0,0,0,0,0,2016-08-22
0,0,0,0,0,2016-08-23
0,0,0,0,0,2016-08-24
8,6,0,6,29,2016-08-25
0,0,0,0,0,2016-08-26
0,0,0,0,0,2016-08-27
0,0,0,0,0,2016-08-28
0,0,0,0,0,2016-08-29
0,0,0,0,2,2016-08-30
0,134,20,74,0,2016-08-31
0,0,0,0,0,2016-09-01
0,0,0,0,0,2016-09-02
0,0,0,0,0,2016-09-03
0,0,0,0,0,2016-09-04
0,0,0,0,0,2016-09-05
0,0,0,0,0,2016-09-06
0,0,0,2,0,2016-09-07
39,86,110,80,37,2016-09-08
0,0,0,0,0,2016-09-09
0,3,0,0,0,2016-09-10
60,38,30,54,76,2016-09-11
0,0,0,0,0,2016-09-12
0,0,0,0,0,2016-09-13
0,10,0,0,2,2016-09-14
0,0,0,0,0,2016-09-15
0,0,0,0,0,2016-09-16
0,19,20,6,0,2016-09-17
20,16,40,15,24,2016-09-18
0,0,0,0,0,2016-09-19
0,0,0,0,0,2016-09-20
0,0,0,0,0,2016-09-21
11,5,0,5,14,2016-09-22
10,24,10,14,12,2016-09-23
0,0,0,0,0,2016-09-24
0,0,0,0,0,2016-09-25
0,0,0,0,0,2016-09-26
26,8,30,28,17,2016-09-27
0,0,0,0,0,2016-09-28
0,0,0,0,0,2016-09-29
0,0,0,0,0,2016-09-30
0,0,0,0,0,2016-10-01
8,0,30,4,0,2016-10-02
0,0,0,0,2,2016-10-03
0,0,0,0,0,2016-10-04
0,0,0,0,0,2016-10-05
0,0,0,0,0,2016-10-06
0,0,0,0,0,2016-10-07
192,128,210,159,119,2016-10-08
0,0,0,0,0,2016-10-09
0,0,0,0,0,2016-10-10
0,0,0,0,0,2016-10-11
0,0,0,0,0,2016-10-12
76,39,80,63,78,2016-10-13
0,0,0,2,0,2016-10-14
0,0,0,0,0,2016-10-15
82,81,80,103,94,2016-10-16
3,0,10,0,0,2016-10-17
26,40,40,32,36,2016-10-18
0,0,0,0,0,2016-10-19
201,141,160,186,158,2016-10-20
288,181,210,201,301,2016-10-21
194,83,190,127,222,2016-10-22
120,40,120,52,98,2016-10-23
0,0,0,0,0,2016-10-24
0,0,0,0,0,2016-10-25
0,0,0,0,0,2016-10-26
118,125,60,125,114,2016-10-27
93,112,60,55,100,2016-10-28
59,41,40,41,46,2016-10-29
0,0,0,0,0,2016-10-30
0,0,0,0,0,2016-10-31
211,224,230,216,203,2017-05-01
0,0,20,0,0,2017-05-02
0,0,0,0,0,2017-05-03
0,0,0,0,0,2017-05-04
106,153,100,119,83,2017-05-05
40,44,50,51,12,2017-05-06
45,70,80,55,61,2017-05-07
2,2,0,2,0,2017-05-08
2,2,0,0,0,2017-05-09
0,0,0,0,0,2017-05-10
0,0,0,0,0,2017-05-11
0,0,0,0,0,2017-05-12
0,38,0,9,15,2017-05-13
13,27,30,20,16,2017-05-14
2,5,0,5,9,2017-05-15
0,0,0,0,0,2017-05-16
0,0,0,0,0,2017-05-17
7,3,10,2,0,2017-05-18
2,0,0,2,2,2017-05-19
0,2,0,0,0,2017-05-20
0,5,0,0,2,2017-05-21
50,89,20,64,37,2017-05-22
0,0,10,0,0,2017-05-23
0,0,0,0,0,2017-05-24
124,96,170,86,118,2017-05-25
11,16,30,16,5,2017-05-26
0,0,0,0,0,2017-05-27
0,0,0,0,0,2017-05-28
59,33,30,35,42,2017-05-29
38,75,100,56,33,2017-05-30
20,13,160,13,50,2017-05-31
0,0,0,0,0,2017-06-01
14,11,0,37,17,2017-06-02
0,14,0,0,2,2017-06-03
0,0,0,0,0,2017-06-04
247,187,130,238,183,2017-06-05
174,113,80,111,70,2017-06-06
0,0,0,0,0,2017-06-07
0,0,0,2,0,2017-06-08
0,0,0,2,0,2017-06-09
0,0,0,2,0,2017-06-10
0,0,10,0,0,2017-06-11
0,0,0,22,53,2017-06-12
0,0,0,0,0,2017-06-13
0,0,0,0,0,2017-06-14
0,0,0,0,0,2017-06-15
245,166,180,206,233,2017-06-16
0,0,0,0,0,2017-06-17
0,0,58,0,5,2017-06-18
2,9,0,5,14,2017-06-19
110,80,40,141,100,2017-06-20
0,0,20,0,0,2017-06-21
0,0,0,0,0,2017-06-22
94,68,30,62,65,2017-06-23
0,0,24,0,0,2017-06-24
0,0,100,0,10,2017-06-25
55,8,0,15,38,2017-06-26
27,0,20,14,131,2017-06-27
2,35,10,0,0,2017-06-28
27,50,10,32,19,2017-06-29
64,34,31,57,55,2017-06-30
17,38,8,27,20,2017-07-01
0,14,0,0,0,2017-07-02
0,0,0,0,0,2017-07-03
0,0,0,0,0,2017-07-04
0,0,0,0,0,2017-07-05
0,0,0,0,0,2017-07-06
74,42,250,100,38,2017-07-07
283,173,200,177,139,2017-07-08
0,0,0,2,0,2017-07-09
24,16,0,21,17,2017-07-10
0,0,10,0,0,2017-07-11
0,0,0,0,8,2017-07-12
5,14,50,8,10,2017-07-13
48,69,0,60,55,2017-07-14
6,32,20,11,4,2017-07-15
0,16,0,7,0,2017-07-16
13,6,0,17,25,2017-07-17
0,0,0,0,0,2017-07-18
13,0,0,75,46,2017-07-19
0,268,0,82,2,2017-07-20
61,0,0,0,8,2017-07-21
0,0,0,0,0,2017-07-22
0,0,0,0,0,2017-07-23
94,138,110,78,74,2017-07-24
